case,path,codec,width,height,valueBytes,payloadBytes,sample,sendTarget,loopTarget,seconds,loopHz,published,txHz,appliedInWindow,applyHz,receivedAfterDrain,missPercent,schedulerMisses,captureCount,busyPercent,encodeP95ms,latencyP50ms,latencyP95ms,latencyP99ms,latencyMaxMs,snapshotP95ms,applyGapP95ms,applyGapMaxMs,latencyFirstThirdMs,latencyLastThirdMs,sourceAgeP95ms,decoderErrorObservations,corrupt,outOfOrder,predictedReadbacks,predictionFallbacks
small-60-at-60,UdonVM,Codec_Luma4,640,360,32,57,1,60,60,12.0000,60.0000,708,59.0000,698,58.1667,699,1.2712,12,711,1.2500,1.8933,16.6107,16.8563,33.2250,33.3029,15.8684,16.9201,33.3824,16.7560,16.8986,19.2897,0,0,0,875,0
small-60-at-120,UdonVM,Codec_Luma4,640,360,32,57,1,60,120,12.0000,120.0000,720,60.0000,720,60.0000,720,0.0000,0,1429,0.7639,1.8861,8.4193,8.5511,16.6263,17.0862,6.8754,25.0626,33.4129,8.4596,8.5606,26.9876,0,0,0,901,0
hd-large,UdonVM,Codec_Luma4,1280,720,4096,4121,1,60,120,12.0000,78.0833,720,60.0000,498,41.5000,499,30.6944,0,499,46.7449,11.9030,27.5039,28.8133,29.3731,30.2065,17.0359,28.8811,30.2925,26.0633,25.6973,51.9959,0,0,0,631,0
sustained-60,UdonVM,Codec_Luma4,640,360,32,57,1,60,60,60.0000,60.0000,3297,54.9500,3256,54.2667,3257,1.2132,303,3533,1.8611,1.9317,16.6098,16.8717,33.2562,33.5668,15.8192,33.3481,50.1938,16.9281,16.9278,35.2176,0,0,0,3419,0
