case,path,codec,width,height,valueBytes,payloadBytes,sample,sendTarget,loopTarget,seconds,loopHz,published,txHz,appliedInWindow,applyHz,receivedAfterDrain,missPercent,schedulerMisses,captureCount,busyPercent,encodeP95ms,latencyP50ms,latencyP95ms,latencyP99ms,latencyMaxMs,snapshotP95ms,applyGapP95ms,applyGapMaxMs,latencyFirstThirdMs,latencyLastThirdMs,sourceAgeP95ms,decoderErrorObservations,corrupt,outOfOrder,predictedReadbacks,predictionFallbacks
small-60-at-60,UdonVM,Codec_Luma4,640,360,32,57,1,60,60,12.0000,60.0000,720,60.0000,694,57.8333,695,3.4722,0,695,3.4722,1.9068,16.6114,16.8680,33.3101,33.3827,15.9130,16.9086,33.4644,17.6415,16.9599,34.7046,0,0,0,866,0
small-60-at-120,UdonVM,Codec_Luma4,640,360,32,57,1,60,120,12.0000,120.0000,720,60.0000,720,60.0000,720,0.0000,0,1429,0.7639,1.8515,8.5022,8.6092,16.8156,17.0684,7.4902,24.9481,25.2228,8.6568,8.5897,18.8741,0,0,0,901,0
small-30-at-60,UdonVM,Codec_Luma4,640,360,32,57,1,30,60,12.0000,60.0000,360,30.0000,360,30.0000,360,0.0000,0,720,0.1389,1.9534,16.8084,16.9336,17.0007,33.2196,15.7852,50.0603,50.2434,16.7472,16.8846,51.8718,0,0,0,451,0
