case,path,codec,width,height,valueBytes,payloadBytes,sample,sendTarget,loopTarget,seconds,loopHz,published,txHz,appliedInWindow,applyHz,receivedAfterDrain,missPercent,schedulerMisses,captureCount,busyPercent,encodeP95ms,latencyP50ms,latencyP95ms,latencyP99ms,latencyMaxMs,snapshotP95ms,applyGapP95ms,applyGapMaxMs,latencyFirstThirdMs,latencyLastThirdMs,sourceAgeP95ms,decoderErrorObservations,corrupt,outOfOrder,predictedReadbacks,predictionFallbacks
small-60-at-60,UdonVM,Codec_Luma4,640,360,32,57,1,60,60,12.0000,60.0000,685,57.0833,683,56.9167,685,0.0000,35,720,0.0000,2.0893,33.2430,33.5391,33.7211,34.2131,32.0944,33.1421,33.4892,33.2556,33.1607,36.5035,0,0,0,856,0
small-60-at-120,UdonVM,Codec_Luma4,640,360,32,57,1,60,120,12.0000,120.0000,720,60.0000,719,59.9167,720,0.0000,0,1440,0.0000,2.0265,16.5992,16.7858,16.9071,17.1272,14.9878,16.8571,33.4454,16.4531,16.4703,25.3110,0,0,0,900,0
hd-large,UdonVM,Codec_Luma4,1280,720,4096,4121,1,60,120,12.0000,69.9167,720,60.0000,718,59.8333,720,0.0000,0,839,0.0000,12.0838,31.5635,33.7027,34.4357,35.4675,21.8868,28.7285,31.0135,28.9961,31.0661,48.3600,0,0,0,901,0
