case,path,codec,width,height,valueBytes,payloadBytes,sample,sendTarget,loopTarget,seconds,loopHz,published,txHz,appliedInWindow,applyHz,receivedAfterDrain,missPercent,schedulerMisses,captureCount,busyPercent,encodeP95ms,latencyP50ms,latencyP95ms,latencyP99ms,latencyMaxMs,snapshotP95ms,applyGapP95ms,applyGapMaxMs,latencyFirstThirdMs,latencyLastThirdMs,sourceAgeP95ms,decoderErrorObservations,corrupt,outOfOrder,predictedReadbacks,predictionFallbacks
small-60-at-60,UdonVM,Codec_Luma4,640,360,32,57,1,60,60,12.0000,60.0833,613,51.0833,611,50.9167,613,0.0000,108,721,0.0000,2.1579,33.2306,33.5276,33.6564,33.8565,31.6081,33.3920,33.7467,33.0985,33.1725,51.7868,0,0,0,771,0
small-60-at-120,UdonVM,Codec_Luma4,640,360,32,57,1,60,120,12.0000,120.0000,720,60.0000,719,59.9167,720,0.0000,0,1440,0.0000,2.0624,16.6050,16.7986,16.9188,17.6654,14.9692,16.8457,33.2546,16.4958,16.5834,25.3975,0,0,0,901,0
hd-large,UdonVM,Codec_Luma4,1280,720,4096,4121,1,60,120,12.0000,66.3333,720,60.0000,719,59.9167,720,0.0000,0,796,0.0000,12.0838,32.3384,34.0286,34.6726,35.1060,22.0963,28.9612,31.1165,31.0630,29.9368,47.8078,0,0,0,900,0
sustained-60,UdonVM,Codec_Luma4,640,360,32,57,1,60,60,60.0000,60.0000,2766,46.1000,2765,46.0833,2766,0.0000,833,3600,0.0000,1.9783,33.2677,33.5115,33.6766,38.3829,31.8691,33.4091,38.4598,32.7564,33.1449,50.2515,0,0,0,2913,0
