case,path,codec,width,height,valueBytes,payloadBytes,sample,sendTarget,loopTarget,seconds,loopHz,published,txHz,appliedInWindow,applyHz,receivedAfterDrain,missPercent,schedulerMisses,captureCount,busyPercent,encodeP95ms,latencyP50ms,latencyP95ms,latencyP99ms,latencyMaxMs,snapshotP95ms,applyGapP95ms,applyGapMaxMs,latencyFirstThirdMs,latencyLastThirdMs,sourceAgeP95ms,decoderErrorObservations,corrupt,outOfOrder,predictedReadbacks,predictionFallbacks
small-60-at-60,UdonVM,Codec_Luma4,640,360,32,57,1,60,60,12.0000,60.0000,720,60.0000,703,58.5833,704,2.2222,0,704,2.2222,1.9733,16.6064,16.7345,33.2803,33.5350,14.9517,16.8066,33.5760,17.0250,16.6065,19.3849,0,0,0,877,0
small-60-at-120,UdonVM,Codec_Luma4,640,360,32,57,1,60,120,12.0000,119.9167,720,60.0000,720,60.0000,720,0.0000,0,1416,1.5983,1.9329,8.5020,8.6308,17.0251,17.1087,7.3338,24.9805,33.4396,8.7339,8.5931,19.0865,0,0,0,900,0
small-30-at-60,UdonVM,Codec_Luma4,640,360,32,57,1,30,60,12.0000,60.0000,360,30.0000,360,30.0000,360,0.0000,0,694,3.6111,1.9745,16.7539,33.2450,33.6652,33.8376,31.2500,50.2243,66.8793,18.5147,17.2610,51.9647,0,0,0,450,0
