case,path,codec,width,height,valueBytes,payloadBytes,sample,sendTarget,loopTarget,seconds,loopHz,published,txHz,appliedInWindow,applyHz,receivedAfterDrain,missPercent,schedulerMisses,captureCount,busyPercent,encodeP95ms,latencyP50ms,latencyP95ms,latencyP99ms,latencyMaxMs,snapshotP95ms,applyGapP95ms,applyGapMaxMs,latencyFirstThirdMs,latencyLastThirdMs,sourceAgeP95ms,decoderErrorObservations,corrupt,outOfOrder,predictedReadbacks,predictionFallbacks
small-60-at-60,Native,Codec_Luma4,640,360,32,57,1,60,60,12.0000,60.0000,720,60.0000,693,57.7500,694,3.6111,0,694,3.6111,0.5992,16.6403,17.1684,33.3174,33.8169,16.4299,17.1976,33.8717,17.4407,17.0656,33.8300,0,0,0,843,0
small-60-at-120,Native,Codec_Luma4,640,360,32,57,1,60,120,12.0000,120.0000,720,60.0000,720,60.0000,720,0.0000,0,1417,1.5972,0.5716,8.3345,8.3703,16.6709,16.6856,8.0318,16.7751,25.0168,8.6383,8.5358,17.2667,0,0,0,900,0
small-30-at-60,Native,Codec_Luma4,640,360,32,57,1,30,60,12.0000,59.9167,360,30.0000,360,30.0000,360,0.0000,0,703,2.2253,0.6702,16.6662,17.2104,33.3625,49.8931,16.5405,49.9878,66.6847,17.7733,17.6183,34.3778,0,0,0,451,0
