case,path,codec,width,height,valueBytes,payloadBytes,sample,sendTarget,loopTarget,seconds,loopHz,published,txHz,appliedInWindow,applyHz,receivedAfterDrain,missPercent,schedulerMisses,captureCount,busyPercent,encodeP95ms,latencyP50ms,latencyP95ms,latencyP99ms,latencyMaxMs,snapshotP95ms,applyGapP95ms,applyGapMaxMs,latencyFirstThirdMs,latencyLastThirdMs,sourceAgeP95ms,decoderErrorObservations,corrupt,outOfOrder,predictedReadbacks,predictionFallbacks
small-60-at-60,Native,Codec_Luma4,640,360,32,57,1,60,60,12.0000,60.0000,720,60.0000,704,58.6667,705,2.0833,0,705,2.0833,0.5992,16.6402,16.7080,33.3058,33.8489,16.3245,16.7379,33.8812,16.9200,16.9227,17.7202,0,0,0,875,0
small-60-at-120,Native,Codec_Luma4,640,360,32,57,1,60,120,12.0000,120.0000,720,60.0000,720,60.0000,720,0.0000,0,1422,1.2500,0.5748,8.3353,8.3712,16.6667,16.7003,8.0261,16.8858,25.0206,8.5376,8.5364,17.2895,0,0,0,901,0
small-30-at-60,Native,Codec_Luma4,640,360,32,57,1,30,60,12.0000,60.0000,360,30.0000,359,29.9167,360,0.0000,0,698,3.0556,0.6822,16.6666,33.2711,33.3312,33.3520,16.6435,49.9840,50.0259,17.7883,17.5184,34.0878,0,0,0,451,0
